% Column 0: Length, m
% Column 1: |B|, Tesla
0.00000000e+000	1.81852219e-003	
1.20120120e-003	1.84571299e-003	
2.40240240e-003	1.87218331e-003	
3.60360360e-003	1.90185611e-003	
4.80480480e-003	1.92482137e-003	
6.00600601e-003	1.94778662e-003	
7.20720721e-003	1.97033998e-003	
8.40840841e-003	1.99267842e-003	
9.60960961e-003	2.01501687e-003	
1.08108108e-002	2.03735532e-003	
1.20120120e-002	2.05969376e-003	
1.32132132e-002	2.08765136e-003	
1.44144144e-002	2.12205206e-003	
1.56156156e-002	2.15645275e-003	
1.68168168e-002	2.19085344e-003	
1.80180180e-002	2.22525413e-003	
1.92192192e-002	2.25785987e-003	
2.04204204e-002	2.28554486e-003	
2.16216216e-002	2.31322985e-003	
2.28228228e-002	2.34091484e-003	
2.40240240e-002	2.36859982e-003	
2.52252252e-002	2.39626726e-003	
2.64264264e-002	2.42369381e-003	
2.76276276e-002	2.45112036e-003	
2.88288288e-002	2.47854691e-003	
3.00300300e-002	2.50597346e-003	
3.12312312e-002	2.53340001e-003	
3.24324324e-002	2.56082657e-003	
3.36336336e-002	2.58825312e-003	
3.48348348e-002	2.61567967e-003	
3.60360360e-002	2.64310622e-003	
3.72372372e-002	2.67053277e-003	
3.84384384e-002	2.71782210e-003	
3.96396396e-002	2.77489647e-003	
4.08408408e-002	2.83197083e-003	
4.20420420e-002	2.88904519e-003	
4.32432432e-002	2.94611956e-003	
4.44444444e-002	3.00319392e-003	
4.56456456e-002	3.06026828e-003	
4.68468468e-002	3.11734265e-003	
4.80480480e-002	3.17441701e-003	
4.92492492e-002	3.23149138e-003	
5.04504505e-002	3.29199393e-003	
5.16516517e-002	3.36169856e-003	
5.28528529e-002	3.43140319e-003	
5.40540541e-002	3.50110782e-003	
5.52552553e-002	3.57081245e-003	
5.64564565e-002	3.64051708e-003	
5.76576577e-002	3.71022171e-003	
5.88588589e-002	3.77992633e-003	
6.00600601e-002	3.84963096e-003	
6.12612613e-002	3.91933559e-003	
6.24624625e-002	3.98904022e-003	
6.36636637e-002	4.05874485e-003	
6.48648649e-002	4.12844948e-003	
6.60660661e-002	4.19815411e-003	
6.72672673e-002	4.26785873e-003	
6.84684685e-002	4.33756336e-003	
6.96696697e-002	4.40726799e-003	
7.08708709e-002	4.47697262e-003	
7.20720721e-002	4.54667725e-003	
7.32732733e-002	4.61638188e-003	
7.44744745e-002	4.68608651e-003	
7.56756757e-002	4.77043778e-003	
7.68768769e-002	4.87087878e-003	
7.80780781e-002	4.97131979e-003	
7.92792793e-002	5.07176079e-003	
8.04804805e-002	5.17220179e-003	
8.16816817e-002	5.27264279e-003	
8.28828829e-002	5.37308379e-003	
8.40840841e-002	5.47352480e-003	
8.52852853e-002	5.57396580e-003	
8.64864865e-002	5.67440680e-003	
8.76876877e-002	5.77484780e-003	
8.88888889e-002	5.87528881e-003	
9.00900901e-002	5.97572981e-003	
9.12912913e-002	6.07617081e-003	
9.24924925e-002	6.17661181e-003	
9.36936937e-002	6.27705281e-003	
9.48948949e-002	6.37749382e-003	
9.60960961e-002	6.47793482e-003	
9.72972973e-002	6.57837582e-003	
9.84984985e-002	6.67881682e-003	
9.96996997e-002	6.77925783e-003	
1.00900901e-001	6.89797389e-003	
1.02102102e-001	7.02521307e-003	
